ECN_CODE,PLNTT_CODE_SHORT,PLNTT_CODE,BRC_CODE_short,BRC_CODE,BRC_CONCEPT,NBN,ECN_name_plus_extras,BRC_NAME,PLABRYATT_VTA NAME,DESC_ABBR,GROWTH_STAGE,PHYLUM,TX_LV_ECN,TX_LV_BRC_PLNTT,PLANT_TYPE,Tjan,Tjul,Prec,E1,E2,L,F,R,N,S,HM,Ord,FamA,VTR Taxon name,Competitor,Ruderal,Stress Tolerant,BRC V PLNATT,match comment
501,0910_666,0910   666,0910_666,902 666,Vas_666,,Dryopteris carthusiana,Dryopteris carthusiana,Dryopteris carthusiana,dryo carth,,vascular,spp,spp,,3.318233471,14.63288223,1075.193368,5,4,6,8,5,4,0,,Poly,Dryo,Dryopteris carthusiana,1.7,0.6,1.7,match,
499,0910_661,0910   661,0910_661,902 661,Vas_661,,Dryopteris dilatata,Dryopteris dilatata,Dryopteris dilatata,dryo dilat,,vascular,spp,spp,,3.516909645,14.42377772,1114.25546,7,3,5,6,4,5,0,,Poly,Dryo,Dryopteris dilatata,1.7,0.6,1.7,match,
500,0910_665,0910   665,0910_665,902 665,Vas_665,,Dryopteris filix-mas,Dryopteris filix-mas,Dryopteris filix-mas,dryo filix,,vascular,spp,spp,,3.527582541,14.50360381,1095.581376,7,6,5,6,5,5,0,,Poly,Dryo,Dryopteris filix-mas,2,0,2,match,
504,0920_670,0920   670,0920_670,902 670,Vas_670,,Echium vulgare,Echium vulgare,Echium vulgare,,,vascular,spp,spp,,3.819423942,15.62043204,822.1675585,7,4,8,4,7,4,1,,Unpl,Bora,Echium vulgare,0.675,2.65,0.675,match,
508,0920_674,0920   674,0920_674,902 674,Vas_674,,Eleocharis multicaulis,Eleocharis multicaulis,Eleocharis multicaulis,,,vascular,spp,spp,,3.738846749,13.99501548,1348.439675,7,2,8,9,4,1,0,,Poal,Cype,Eleocharis multicaulis,NA,NA,NA,match,
509,0920_675,0920   675,,,,,Eleocharis palustris,,Eleocharis palustris,,,vascular,spp,spp,sedge,3.538354354,14.49167568,1098.455921,6,5,8,10,6,4,1,,Poal,Cype,Eleocharis palustris,2.65,0.675,0.675,match,
510,0920_677,0920   677,,,,,Eleocharis quinqueflora,,Eleocharis quinqueflora,,,vascular,spp,spp,sedge,3.082914172,13.54550233,1322.936472,5,3,9,9,7,2,0,,Poal,Cype,Eleocharis quinqueflora,1,0,3,match,
511,0920_678,0920   678,,,,,Eleocharis uniglumis,,Eleocharis uniglumis,,,vascular,spp,spp,sedge,3.950850746,14.42097015,1181.747295,7,6,8,9,7,4,3,,Poal,Cype,Eleocharis uniglumis,NA,NA,NA,match,
115,0920_7006,0920  7006,0920_7006,902 7006,Vas_7006,,Elymus caninus,Elymus caninus,Elymus caninus,,,vascular,spp,spp,,3.271485204,14.91458403,981.2968425,5,4,7,6,7,8,0,,Poal,Poac,Elymus caninus,1.7,0.6,1.7,match,
117,0920_32,0920    32,,,,,Elymus pycnanthus,,Elytrigia atherica,,,vascular,spp,spp,grass,4.603398533,15.89339853,863.2045232,8,3,9,6,7,6,4,,Poal,Poac,Elytrigia atherica,NA,NA,NA,match,
116,0920_28,0920    28,,,,,Elymus farctus boreali-atlanticus,,Elytrigia juncea,,,vascular,subsp,spp,grass,4.392386667,14.54989333,1050.09375,8,3,9,5,7,6,3,,Poal,Poac,Elytrigia juncea,NA,NA,NA,resolved,matched to spp not subsp
118,0920_33,0920    33,0920_33,902 33,Vas_33,,Elymus repens,Elytrigia repens,Elytrigia repens,elym repen,,vascular,spp,spp,,3.632456088,14.64060435,1045.63061,6,4,7,5,7,7,2,,Poal,Poac,Elytrigia repens,0,3,1,match,
514,0920_684,0920   684,0920_683,902 683,Vas_683,,Empetrum nigrum hermaphroditum,Empetrum nigrum subsp. hermaphroditum,Empetrum nigrum,,,vascular,subsp,spp,,2.718194444,13.19261995,1380.903258,2,6,7,6,2,1,0,,Eric,Eric,Empetrum nigrum,2,0,2,resolved,matched to spp not subsp
515,0920_684,0920   684,0920_685,902 685,Vas_685,,Empetrum nigrum nigrum,Empetrum nigrum subsp. nigrum,Empetrum nigrum,empe nigru,,vascular,subsp,spp,,2.718194444,13.19261995,1380.903258,2,6,7,6,2,1,0,,Eric,Eric,Empetrum nigrum,2,0,2,resolved,matched to spp not subsp
517,0920_688,0920   688,0920_688,902 688,Vas_688,,Epilobium adenocaulon,Epilobium ciliatum,Epilobium ciliatum,,,vascular,spp,spp,,3.654324886,15.02841296,972.2584742,,,7,6,6,6,0,,Myrt,Onag,Epilobium ciliatum,0.675,2.65,0.675,match,
521,0920_692,0920   692,0920_692,902 692,Vas_692,,Epilobium hirsutum,Epilobium hirsutum,Epilobium hirsutum,epil hirsu,,vascular,spp,spp,,3.789579654,15.01231014,971.0050618,8,5,7,8,7,7,0,,Myrt,Onag,Epilobium hirsutum,4,0,0,match,
522,0920_695,0920   695,0920_695,902 695,Vas_695,,Epilobium montanum,Epilobium montanum,Epilobium montanum,epil monta,,vascular,spp,spp,,3.517084043,14.51288189,1091.328007,7,3,6,6,6,6,0,,Myrt,Onag,Epilobium montanum,0.675,2.65,0.675,match,
524,0920_696,0920   696,0920_696,902 696,Vas_696,,Epilobium obscurum,Epilobium obscurum,Epilobium obscurum,,,vascular,spp,spp,,3.544425491,14.52246218,1103.782679,7,3,6,8,5,5,0,,Myrt,Onag,Epilobium obscurum,0.675,2.65,0.675,match,
525,0920_697,0920   697,0920_697,902 697,Vas_697,,Epilobium palustre,Epilobium palustre,Epilobium palustre,,,vascular,spp,spp,,3.449789016,14.27047471,1146.489492,5,6,7,8,5,3,0,,Myrt,Onag,Epilobium palustre,0.675,0.675,2.65,match,
526,0920_698,0920   698,0920_698,902 698,Vas_698,,Epilobium parviflorum,Epilobium parviflorum,Epilobium parviflorum,,,vascular,spp,spp,,3.784934528,14.91525844,995.9154195,7,3,7,9,7,5,0,,Myrt,Onag,Epilobium parviflorum,1.333333333,1.333333333,1.333333333,match,
518,0920_7292,0920  7292,0920_689,902 689,Vas_689,,Epilobium tetragonum tetragonum,Epilobium tetragonum subsp. tetragonum,Epilobium tetragonum,,,vascular,subsp,spp,,3.859931741,15.86918942,833.7579202,7,4,6,7,5,5,0,,Myrt,Onag,Epilobium tetragonum,0.675,2.65,0.675,resolved,matched to spp not subsp
530,0920_705,0920   705,0920_705,902 705,Vas_705,,Epipactis helleborine,Epipactis helleborine,Epipactis helleborine,,,vascular,spp,spp,,3.571827411,15.25033358,946.3100417,7,5,4,5,7,4,0,,Aspa,Orch,Epipactis helleborine,0.675,0.675,2.65,match,
529,0920_5476,0920  5476,,,,,Epipactis dunensis,,Epipactis leptochila,,,vascular,spp,spp,forb,3.558139535,15.66906977,807.797093,7,3,3,4,9,4,0,,Aspa,Orch,Epipactis leptochila,NA,NA,NA,resolved,seems closest match (was prev subsp of this)
531,0920_708,0920   708,,,,,Epipactis palustris,,Epipactis palustris,,,vascular,spp,spp,forb,3.901609195,15.28875205,915.482032,7,4,8,8,7,3,0,,Aspa,Orch,Epipactis palustris,0.675,0.675,2.65,match,
532,0910_712,0910   712,0910_712,902 712,Vas_712,,Equisetum arvense,Equisetum arvense,Equisetum arvense,,,vascular,spp,spp,,3.535488994,14.49245472,1087.387617,3,6,7,6,6,6,0,,Equi,Equi,Equisetum arvense,2,2,0,match,
533,0910_713,0910   713,0910_713,902 713,Vas_713,,Equisetum fluviatile,Equisetum fluviatile,Equisetum fluviatile,,,vascular,spp,spp,,3.479306428,14.40376981,1116.254229,5,6,8,10,6,4,0,,Equi,Equi,Equisetum fluviatile,1.7,0.6,1.7,match,
535,0910_717,0910   717,0910_717,902 717,Vas_717,,Equisetum palustre,Equisetum palustre,Equisetum palustre,equi palus,,vascular,spp,spp,,3.445158804,14.45877274,1090.908157,5,6,7,8,6,3,0,,Equi,Equi,Equisetum palustre,1.7,1.7,0.6,match,
539,0910_723,0910   723,,,,,Equisetum variegatum,,Equisetum variegatum,,,vascular,spp,spp,horsetail,3.427458194,14.00046823,1223.660794,2,6,8,8,8,3,0,,Equi,Equi,Equisetum variegatum,NA,NA,NA,match,
541,0920_726,0920   726,0920_726,902 726,Vas_726,,Erica cinerea,Erica cinerea,Erica cinerea,eric ciner,,vascular,spp,spp,,3.473092325,14.04828328,1225.571524,7,1,7,5,2,2,0,,Eric,Eric,Erica cinerea,1,0,3,match,
542,0920_731,0920   731,0920_731,902 731,Vas_731,,Erica tetralix,Erica tetralix,Erica tetralix,eric tetra,,vascular,spp,spp,,3.386511713,13.98839678,1229.732042,7,2,8,8,2,1,0,,Eric,Eric,Erica tetralix,1,0,3,match,
3531,0920_732,0920   732,,,,,Erica vagans,,Erica vagans,,,vascular,spp,spp,shrub,6.045,15.45833333,1047.05,8,1,8,6,4,1,0,,Eric,Eric,Erica vagans,NA,NA,NA,match,
543,0920_733,0920   733,0920_733,902 733,Vas_733,,Erigeron acer,Erigeron acer,Erigeron acer,,,vascular,spp,spp,,3.809697543,15.86321361,773.9813209,5,6,8,5,7,3,0,,Aste,Aste,Erigeron acer,0.6,1.7,1.7,match,
546,0920_740,0920   740,0920_740,902 740,Vas_740,,Eriophorum angustifolium,Eriophorum angustifolium,Eriophorum angustifolium,erio angus,,vascular,spp,spp,,3.399796886,14.09066351,1194.20676,3,6,8,9,4,1,0,,Poal,Cype,Eriophorum angustifolium,1,0,3,match,
2839,0920_742,0920   742,0920_742,902 742,Vas_742,,Eriophorum gracile,Eriophorum gracile,Eriophorum gracile,,,vascular,spp,spp,,4.517741935,15.4083871,1005.851371,5,6,8,9,4,2,0,,Poal,Cype,Eriophorum gracile,NA,NA,NA,match,
547,0920_743,0920   743,,,,,Eriophorum latifolium,,Eriophorum latifolium,,,vascular,spp,spp,shrub,2.724592593,13.64654815,1394.140311,5,3,9,9,7,2,0,,Poal,Cype,Eriophorum latifolium,NA,NA,NA,match,
548,0920_744,0920   744,0920_744,902 744,Vas_744,,Eriophorum vaginatum,Eriophorum vaginatum,Eriophorum vaginatum,erio vagin,,vascular,spp,spp,,3.05761583,13.62019305,1307.332344,2,6,8,8,2,1,0,,Poal,Cype,Eriophorum vaginatum,1,0,3,match,
549,0920_746,0920   746,,,,,Erodium cicutarium,,Erodium cicutarium,,,vascular,spp,spp,,3.809350791,15.20939989,902.1714853,8,4,8,4,6,4,0,,Gera,Gera,Erodium cicutarium,0.675,2.65,0.675,match,
7001,0920_747,0920   747,,,,,Erodium lebelii,,Erodium lebelii,,,vascular,spp,spp,,4.994111111,15.527,958.78125,8,2,8,4,7,2,0,,Gera,Gera,Erodium lebelii,NA,NA,NA,match,
554,0920_4342,0920  4342,0920_753,902 753,Vas_753,,Erophila verna agg.,Erophila verna s.l.,Erophila verna,,,vascular,spp,spp,,3.628066826,15.21741448,918.0240573,,,8,3,6,3,0,,Bras,Bras,Erophila verna,0,2,2,match,
3138,0920_762,0920   762,0920_762,902 762,Vas_762,,Euonymus europaeus (g),Euonymus europaeus,Euonymus europaeus,,(g),vascular,spp,spp,,3.946870317,15.4228415,904.2074265,7,3,5,5,8,5,0,,Cela,Cela,Euonymus europaeus,2,0,2,match,
557,0920_762,0920   762,0920_762,902 762,Vas_762,,Euonymus europaeus (s),Euonymus europaeus,Euonymus europaeus,,(s),vascular,spp,spp,,3.946870317,15.4228415,904.2074265,7,3,5,5,8,5,0,,Cela,Cela,Euonymus europaeus,2,0,2,match,
558,0920_763,0920   763,0920_763,902 763,Vas_763,,Eupatorium cannabinum,Eupatorium cannabinum,Eupatorium cannabinum,,,vascular,spp,spp,,3.922405838,15.22487759,974.1805614,7,3,7,8,6,7,0,,Aste,Aste,Eupatorium cannabinum,4,0,0,match,
2840,0920_764,0920   764,0920_764,902 764,Vas_764,,Euphorbia amygdaloides,Euphorbia amygdaloides,Euphorbia amygdaloides,,,vascular,spp,spp,,4.061940928,16.10773558,826.5540717,7,3,4,5,6,6,0,,Malp,Euph,Euphorbia amygdaloides,NA,NA,NA,match,
565,0920_775,0920   775,,,,,Euphorbia paralias,,Euphorbia paralias,,,vascular,spp,spp,,5.092191235,15.56880478,986.9607968,9,1,9,4,7,5,3,,Malp,Euph,Euphorbia paralias,NA,NA,NA,match,
567,0920_780,0920   780,,,,,Euphorbia portlandica,,Euphorbia portlandica,,,vascular,spp,spp,,5.306923077,15.38876068,1060.052276,8,1,8,3,7,3,3,,Malp,Euph,Euphorbia portlandica,NA,NA,NA,match,
2776,0920_798,0920   798,0920_798,902 798,Vas_798,,Euphrasia nemorosa,Euphrasia nemorosa,Euphrasia nemorosa,,,vascular,spp,spp,,3.626429412,14.8423,1037.342228,7,3,7,5,6,4,0,,Lami,Orob,Euphrasia nemorosa,NA,NA,NA,match,
568,0920_2243,0920  2243,0920_2243,902 2243,Vas_2243,,Euphrasia officinalis agg,Euphrasia officinalis agg.,Euphrasia officinalis agg.,euphr offic,,vascular,spp,spp,,3.503170379,14.35717964,1131.470964,6,3,8,5,5,3,0,,Lami,Orob,Euphrasia officinalis agg.,0,2,2,match,
570,0920_810,0920   810,0920_810,902 810,Vas_810,,Fagus sylvatica (c),Fagus sylvatica,Fagus sylvatica,fagu sylva (c),(c),vascular,spp,spp,,3.521775905,14.65457865,1061.243907,7,3,3,5,5,5,0,,Faga,Faga,Fagus sylvatica,2,0,2,match,
2613,0920_810,0920   810,0920_810,902 810,Vas_810,,Fagus sylvatica (g),Fagus sylvatica,Fagus sylvatica,fagu sylva (g),(g),vascular,spp,spp,,3.521775905,14.65457865,1061.243907,7,3,3,5,5,5,0,,Faga,Faga,Fagus sylvatica,2,0,2,match,
2612,0920_810,0920   810,0920_810,902 810,Vas_810,,Fagus sylvatica (s),Fagus sylvatica,Fagus sylvatica,,(s),vascular,spp,spp,,3.521775905,14.65457865,1061.243907,7,3,3,5,5,5,0,,Faga,Faga,Fagus sylvatica,2,0,2,match,
1002,0920_1527,0920  1527,0920_1527,902 1527,Vas_1527,,Bilderdykia convolvulus,Fallopia convolvulus,Fallopia convolvulus,,,vascular,spp,spp,,3.677006752,14.93273443,971.0347984,6,4,7,4,7,5,0,,Cary,Poly,Fallopia convolvulus,1,3,0,match,
572,0920_813,0920   813,0920_813,902 813,Vas_813,,Festuca arundinacea,Festuca arundinacea,Festuca arundinacea,,,vascular,spp,spp,,3.645447648,14.94658574,979.6140791,8,4,8,6,7,6,1,,Poal,Poac,Festuca arundinacea,1.7,0.6,1.7,match,
577,0920_822.2,0920   822.2,0920_822.2,902 822.2,Vas_822.2,,Festuca filiformis,Festuca filiformis,Festuca filiformis,fest filif,,vascular,spp,spp,,2.993936652,14.26070136,1100.034663,7,2,8,4,3,2,0,,Poal,Poac,Festuca filiformis,NA,NA,NA,match,
573,0920_816,0920   816,0920_816,902 816,Vas_816,,Festuca gigantea,Festuca gigantea,Festuca gigantea,fest gigan,,vascular,spp,spp,,3.572351629,15.05260152,980.630241,7,3,5,6,7,7,0,,Poal,Poac,Festuca gigantea,1.333333333,1.333333333,1.333333333,match,
574,0920_822,0920   822,0920_822,902 822,Vas_822,,Festuca ovina,Festuca ovina,Festuca ovina,fest ovina,,vascular,spp,spp,,3.527994075,14.49044435,1109.067791,5,5,7,5,4,2,0,,Poal,Poac,Festuca ovina,0,0,4,match,
575,0920_823,0920   823,0920_823,902 823,Vas_823,,Festuca pratensis,Festuca pratensis,Festuca pratensis,,,vascular,spp,spp,,3.554746761,14.89572438,984.7280536,5,4,7,6,6,6,0,,Poal,Poac,Festuca pratensis,1.333333333,1.333333333,1.333333333,match,
580,0920_815,0920   815,,,,,Festulolium loliaceum,,Festuca pratensis x Lolium perenne (x Festulolium loliaceum),,,vascular,hyb,hyb,,3.540686499,15.47772311,850.9823513,,,8,6,7,6,1,,Poal,Poac,Festuca pratensis x Lolium perenne (x Festulolium loliaceum),NA,NA,NA,resolved,used NBN preferred
576,0920_825,0920   825,0920_825,902 825,Vas_825,,Festuca rubra,Festuca rubra,Festuca rubra,fest rubra,,vascular,spp,spp,,3.544332797,14.45164255,1104.223565,3,6,8,5,6,5,2,,Poal,Poac,Festuca rubra,1.333333333,1.333333333,1.333333333,match,
583,0920_833,0920   833,0920_833,902 833,Vas_833,,Filipendula ulmaria,Filipendula ulmaria,Filipendula ulmaria,fili ulmar,,vascular,spp,spp,,3.526871401,14.46111324,1104.657413,5,5,7,8,6,5,0,,Rosa,Rosa,Filipendula ulmaria,3,0,1,match,
584,0920_834,0920   834,0920_834,902 834,Vas_834,,Filipendula vulgaris,Filipendula vulgaris,Filipendula vulgaris,fili vulga,,vascular,spp,spp,,3.6171843,15.77889078,775.8508362,7,4,7,4,8,2,0,,Rosa,Rosa,Filipendula vulgaris,0.675,0.675,2.65,match,
587,0920_838,0920   838,0920_838,902 838,Vas_838,,Fragaria vesca,Fragaria vesca,Fragaria vesca,frag vesca,,vascular,spp,spp,,3.49673648,14.58980306,1090.541277,7,4,6,5,6,4,0,,Rosa,Rosa,Fragaria vesca,1.333333333,1.333333333,1.333333333,match,
588,0920_839,0920   839,0920_839,902 839,Vas_839,,Frangula alnus,Frangula alnus,Frangula alnus,,,vascular,spp,spp,,3.848763021,15.75041667,881.0609961,7,4,6,8,5,5,0,,Rosa,Rham,Frangula alnus,NA,NA,NA,match,
589,0920_841,0920   841,0920_841,902 841,Vas_841,,Fraxinus excelsior (c),Fraxinus excelsior,Fraxinus excelsior,frax excel (c),(c),vascular,spp,spp,,3.574319858,14.65524639,1068.529229,7,3,5,6,7,6,0,,Lami,Olea,Fraxinus excelsior,3,0,1,match,
2615,0920_841,0920   841,0920_841,902 841,Vas_841,,Fraxinus excelsior (g),Fraxinus excelsior,Fraxinus excelsior,frax excel (g),(g),vascular,spp,spp,,3.574319858,14.65524639,1068.529229,7,3,5,6,7,6,0,,Lami,Olea,Fraxinus excelsior,3,0,1,match,
2614,0920_841,0920   841,0920_841,902 841,Vas_841,,Fraxinus excelsior (s),Fraxinus excelsior,Fraxinus excelsior,frax excel (s),(s),vascular,spp,spp,,3.574319858,14.65524639,1068.529229,7,3,5,6,7,6,0,,Lami,Olea,Fraxinus excelsior,3,0,1,match,
602,0920_869,0920   869,0920_869,902 869,Vas_869,,Galeopsis tetrahit,Galeopsis tetrahit,Galeopsis tetrahit,gale tetra,,vascular,spp,spp,,3.604610694,14.77806754,1025.000801,5,3,7,5,6,6,0,,Lami,Lami,Galeopsis tetrahit,2,2,0,match,
605,0920_873,0920   873,0920_873,902 873,Vas_873,,Galium aparine,Galium aparine,Galium aparine,gali apari,,vascular,spp,spp,,3.617865262,14.55456889,1079.67981,7,3,6,6,7,8,0,,Gent,Rubi,Galium aparine,2,2,0,match,
606,0920_874,0920   874,,,,,Galium boreale,,Galium boreale,,,vascular,spp,spp,grass,2.220787879,12.83590909,1580.248591,5,6,7,5,7,3,0,,Gent,Rubi,Galium boreale,NA,NA,NA,match,
607,0920_879,0920   879,0920_879,902 879,Vas_879,,Galium mollugo,Galium mollugo,Galium mollugo,gali mollu,,vascular,spp,spp,,3.5125,15.29805889,904.7751743,5,3,7,4,7,4,0,,Gent,Rubi,Galium mollugo,2.65,0.675,0.675,match,
608,0920_183,0920   183,0920_183,902 183,Vas_183,,Galium odoratum,Galium odoratum,Galium odoratum,,,vascular,spp,spp,,3.380297347,14.66062214,1085.878559,7,3,3,5,7,6,0,,Gent,Rubi,Galium odoratum,1.7,0.6,1.7,match,
609,0920_882,0920   882,0920_882,902 882,Vas_882,,Galium palustre,Galium palustre,Galium palustre,,,vascular,spp,spp,,3.524039587,14.45676889,1105.172982,5,4,7,9,5,4,0,,Gent,Rubi,Galium palustre,1.7,1.7,0.6,match,
2844,0920_883.1,0920   883.1,0920_883.1,902 883.1,Vas_883.1,,Galium pumilum,Galium pumilum,Galium pumilum,,,vascular,spp,spp,,3.7,16.24169231,753.8198077,7,3,7,4,8,3,0,,Gent,Rubi,Galium pumilum,NA,NA,NA,match,
610,0920_878,0920   878,0920_878,902 878,Vas_878,,Galium saxatile,Galium saxatile,Galium saxatile,gali saxat,,vascular,spp,spp,,3.45609227,14.2950718,1147.687367,7,2,6,6,3,3,0,,Gent,Rubi,Galium saxatile,0.675,0.675,2.65,match,
611,0920_883.2,0920   883.2,0920_883.2,902 883.2,Vas_883.2,,Galium sterneri,Galium sterneri,Galium sterneri,,,vascular,spp,spp,,1.978469055,12.96159609,1456.978681,4,2,9,4,7,1,0,,Gent,Rubi,Galium sterneri,0.675,0.675,2.65,match,
612,0920_887,0920   887,0920_887,902 887,Vas_887,,Galium uliginosum,Galium uliginosum,Galium uliginosum,,,vascular,spp,spp,,3.21297526,14.92585286,961.1520459,5,5,7,9,6,4,0,,Gent,Rubi,Galium uliginosum,1.333333333,1.333333333,1.333333333,match,
613,0920_888,0920   888,0920_888,902 888,Vas_888,,Galium verum,Galium verum,Galium verum,gali verum,,vascular,spp,spp,,3.525156298,14.552736,1045.339622,5,5,7,4,6,2,0,,Gent,Rubi,Galium verum,1.7,0.6,1.7,match,
614,0920_891,0920   891,0920_891,902 891,Vas_891,,Genista anglica,Genista anglica,Genista anglica,,,vascular,spp,spp,,3.002051282,14.59903263,1018.728226,7,1,8,5,3,2,0,,Faba,Faba,Genista anglica,1,0,3,match,
3148,0920_892,0920   892,,,,,Genista pilosa,,Genista pilosa,,,vascular,spp,spp,shrub,4.973181818,15.6,1010.580341,7,3,8,5,4,1,0,,Faba,Faba,Genista pilosa,NA,NA,NA,match,
615,0920_893,0920   893,0920_893,902 893,Vas_893,,Genista tinctoria,Genista tinctoria,Genista tinctoria,,,vascular,spp,spp,,3.605118026,15.56678112,879.6332994,7,3,8,6,7,2,0,,Faba,Faba,Genista tinctoria,2,0,2,match,
619,0920_897,0920   897,0920_897,902 897,Vas_897,,Gentianella amarella,Gentianella amarella,Gentianella amarella,gent amare,,vascular,spp,spp,,3.539812438,14.87835143,931.7516683,5,6,8,4,8,2,0,,Gent,Gent,Gentianella amarella,0,2,2,match,
2846,0920_897,0920   897,,,,,Gentianella amarella septentrionalis,,Gentianella amarella,,,vascular,subsp,spp,,3.539812438,14.87835143,931.7516683,5,6,8,4,8,2,0,,Gent,Gent,Gentianella amarella,0,2,2,resolved,matched to spp not subsp
622,0920_907,0920   907,0920_907,902 907,Vas_907,,Geranium dissectum,Geranium dissectum,Geranium dissectum,,,vascular,spp,spp,,3.734448433,14.84317232,1010.883018,8,3,7,5,7,6,0,,Gera,Gera,Geranium dissectum,1,3,0,match,
625,0920_911,0920   911,0920_911,902 911,Vas_911,,Geranium molle,Geranium molle,Geranium molle,,,vascular,spp,spp,,3.674459907,14.76279987,1025.787319,8,3,7,5,6,5,0,,Gera,Gera,Geranium molle,0.675,2.65,0.675,match,
629,0920_917,0920   917,0920_917,902 917,Vas_917,,Geranium pyrenaicum,Geranium pyrenaicum,Geranium pyrenaicum,,,vascular,spp,spp,,3.784203509,15.58817544,822.6327105,7,3,8,4,7,6,0,,Gera,Gera,Geranium pyrenaicum,1.333333333,1.333333333,1.333333333,match,
630,0920_918,0920   918,0920_918,902 918,Vas_918,,Geranium robertianum,Geranium robertianum,Geranium robertianum,gera rober,,vascular,spp,spp,,3.541131209,14.58186047,1091.72837,7,3,5,6,6,6,0,,Gera,Gera,Geranium robertianum,0.675,2.65,0.675,match,
3151,0920_919,0920   919,0920_919,902 919,Vas_919,,Geranium rotundifolium,Geranium rotundifolium,Geranium rotundifolium,,,vascular,spp,spp,,4.230651261,16.15386555,810.0876681,8,4,7,4,7,6,0,,Gera,Gera,Geranium rotundifolium,NA,NA,NA,match,
631,0920_920,0920   920,,,,,Geranium sanguineum,,Geranium sanguineum,,,vascular,spp,spp,,3.719590643,14.57339181,996.342193,7,3,7,4,7,3,0,,Gera,Gera,Geranium sanguineum,NA,NA,NA,match,
632,0920_921,0920   921,0920_921,902 921,Vas_921,,Geranium sylvaticum,Geranium sylvaticum,Geranium sylvaticum,,,vascular,spp,spp,,1.82259587,13.04171091,1339.206903,4,4,6,5,6,5,0,,Gera,Gera,Geranium sylvaticum,NA,NA,NA,match,
633,0920_924,0920   924,0920_924,902 924,Vas_924,,Geum rivale,Geum rivale,Geum rivale,,,vascular,spp,spp,,2.914887255,13.97352451,1195.918022,5,4,6,7,6,4,0,,Rosa,Rosa,Geum rivale,0.675,0.675,2.65,match,
634,0920_925,0920   925,0920_925,902 925,Vas_925,,Geum urbanum,Geum urbanum,Geum urbanum,geum urban,,vascular,spp,spp,,3.584864353,14.73287382,1044.351144,7,4,4,6,7,7,0,,Rosa,Rosa,Geum urbanum,1.7,1.7,0.6,match,
636,0920_930,0920   930,,,,,Glaux maritima,,Glaux maritima,,,vascular,spp,spp,,4.197868576,14.34194608,1176.825038,5,6,8,7,7,5,4,,Eric,Prim,Glaux maritima,NA,NA,NA,match,
637,0920_931,0920   931,0920_931,902 931,Vas_931,,Glechoma hederacea,Glechoma hederacea,Glechoma hederacea,glec heder,,vascular,spp,spp,,3.641849966,14.8644535,1001.433424,5,5,6,6,7,7,0,,Lami,Lami,Glechoma hederacea,1.7,1.7,0.6,match,
638,0920_932,0920   932,0920_932,902 932,Vas_932,,Glyceria declinata,Glyceria declinata,Glyceria declinata,,,vascular,spp,spp,,3.524247628,14.75239042,1058.302385,7,2,7,9,6,6,0,,Poal,Poac,Glyceria declinata,2,2,0,match,
639,0920_933,0920   933,0920_933,902 933,Vas_933,,Glyceria fluitans,Glyceria fluitans,Glyceria fluitans,,,vascular,spp,spp,,3.510254165,14.46630048,1097.968731,7,3,7,10,6,6,0,,Poal,Poac,Glyceria fluitans,2,2,0,match,
640,0920_934,0920   934,,,,,Glyceria maxima,,Glyceria maxima,,,vascular,spp,spp,,3.585664143,15.47886442,822.7501342,7,6,7,10,7,8,0,,Poal,Poac,Glyceria maxima,4,0,0,match,
646,0920_941,0920   941,0920_941,902 941,Vas_941,,Filaginella uliginosa,Gnaphalium uliginosum,Gnaphalium uliginosum,,,vascular,spp,spp,,3.558071313,14.61072934,1073.830264,5,5,7,6,6,5,0,,Aste,Aste,Gnaphalium uliginosum,0,2,2,match,
7022,0920_948,0920   948,,,,,Gymnadenia borealis,,Gymnadenia conopsea,,,vascular,spp,spp,,3.189337243,14.18679765,1186.882553,5,5,7,6,7,3,0,,Aspa,Orch,Gymnadenia conopsea,0,2,2,resolved,former subspecies matched to PLANTATT
649,0920_948,0920   948,0920_948,902 948,Vas_948,,Gymnadenia conopsea,Gymnadenia conopsea,Gymnadenia conopsea,,,vascular,spp,spp,,3.189337243,14.18679765,1186.882553,5,5,7,6,7,3,0,,Aspa,Orch,Gymnadenia conopsea,0,2,2,match,
2643,0920_952,0920   952,0920_952,902 952,Vas_952,,Hedera helix (c),Hedera helix,Hedera helix,,(c),vascular,spp,spp,,3.610932761,14.61515021,1086.059118,8,3,4,5,7,6,0,,Apia,Aral,Hedera helix,2,0,2,match,
652,0920_952,0920   952,0920_952,902 952,Vas_952,,Hedera helix (g),Hedera helix,Hedera helix,hede helix (g),(g),vascular,spp,spp,,3.610932761,14.61515021,1086.059118,8,3,4,5,7,6,0,,Apia,Aral,Hedera helix,2,0,2,match,
2644,0920_952,0920   952,0920_952,902 952,Vas_952,,Hedera helix (s),Hedera helix,Hedera helix,,(s),vascular,spp,spp,,3.610932761,14.61515021,1086.059118,8,3,4,5,7,6,0,,Apia,Aral,Hedera helix,2,0,2,match,
7011,0920_952,0920   952,,,,,Hedera helix subsp hibernica,,Hedera helix,,,vascular,subsp,spp,,3.610932761,14.61515021,1086.059118,8,3,4,5,7,6,0,,Apia,Aral,Hedera helix,2,0,2,resolved,matched to spp not subsp
